NumberOfEpochs,TrainingLoss
327,0.7827471262958532
328,0.7823084542683081
329,0.7818682574136063
330,0.7814264653572297
331,0.7809830330534379
332,0.7805379357717253
333,0.7800911652189088
334,0.7796779598711596
335,0.7792914463426062
336,0.7789035044142275
337,0.7785141627742128
338,0.778123455552926
339,0.777731421445352
340,0.7773381029903736
341,0.7769435459736648
342,0.7765477989289402
343,0.7761509127185787
344,0.7757529401774559
345,0.7753539358080695
346,0.7749539555175569
347,0.7745530563882224
348,0.7741512964761593
349,0.7737487346320915
350,0.7733454303408036
351,0.7729414435760974
352,0.7725368346674896
353,0.772131664178163
354,0.7717259927905067
355,0.7713198811994776
356,0.7709133900112991
357,0.7705065796475117
358,0.7700995102529756
359,0.7696922416080542
360,0.7692848330434375
361,0.7688773433584214
362,0.7684986005868802
363,0.7681407743851777
364,0.767783153887807
365,0.7675003893188489
366,0.7672538304312344
367,0.7670273087451355
368,0.766815705835059
369,0.766615420722604
370,0.7664237726577879
371,0.7662387290096996
372,0.7660587381047597
373,0.7658826115129896
374,0.7657094371296336
375,0.7655385139482833
376,0.7653693027729276
377,0.7652013888136987
378,0.7650367928802574
379,0.7648845066514036
380,0.7647329195523148
381,0.7645818848417868
382,0.7644312910809218
383,0.7642810542901104
384,0.7641311118676148
385,0.7639814178607487
386,0.7638319392792352
387,0.7636826532140849
388,0.7635335445811342
389,0.7633846043500908
390,0.7632358281524099
391,0.7630872151849506
392,0.7629387673458073
393,0.7627904885520063
394,0.7626423842006499
395,0.7624944607428252
396,0.7623467253468456
397,0.7621991856314053
398,0.7620518494552072
399,0.761904724750241
400,0.7617578193902433
401,0.7616111410871249
402,0.76146469730943
403,0.7613184952183184
404,0.7611725416181421
405,0.7610268429174659
406,0.7608814050997962
407,0.7607362337011001
408,0.7605913337935764
409,0.7604467099735527
410,0.7603023663538123
411,0.7601583065588207
412,0.7600145337223876
413,0.7598710504876224
414,0.7597278590087527
415,0.7595849609543096
416,0.7594417631796058
417,0.7592933723708182
418,0.7591386682654416
419,0.758978094888811
420,0.7588123565592642
421,0.7586421321979444
422,0.7584680215660463
423,0.758290543499136
424,0.758110144850141
425,0.7579272106943384
426,0.7577420737090722
427,0.7575550223560473
428,0.7573663078952945
429,0.757176150350307
430,0.75698474355611
431,0.7567922594158869
432,0.7565988514785362
433,0.7564046579369899
434,0.7562098041339761
435,0.7560144046501204
436,0.7558185650382163
437,0.7556223832588568
438,0.7554259508636788
439,0.7552293539659769
440,0.7550326740323015
441,0.7548584908643002
442,0.7547027450683301
443,0.7545469861687445
444,0.7543912690846432
445,0.7542356467176317
446,0.7540801700948524
447,0.7539248884717396
448,0.7537698494020806
449,0.7536150987813502
450,0.7534606808688654
451,0.7533066382931276
452,0.7531607947074791
453,0.753023385156973
454,0.7528917975138502
455,0.7527643539731684
456,0.7526399198490871
457,0.7525297728691426
458,0.7524401012589019
459,0.7523517115674538
460,0.7522643282055708
461,0.7521777520270547
462,0.7520918391423775
463,0.7520064860776255
464,0.7519438445370703
465,0.7518980298367993
466,0.7518634823849853
467,0.7518369374087026
468,0.7518162101489224
469,0.7517997553273069
470,0.7517864547546789
471,0.7517754906694752
472,0.7517662614775579
473,0.7517583229628175
474,0.7517513463682536
475,0.751745088142522
476,0.7517393679178602
477,0.7517340523671788
478,0.7517290432978863
479,0.7517242688231767
480,0.7517196767842647
481,0.7517153152192039
482,0.7517115560719853
483,0.7517084214173783
484,0.7517083991425183
485,0.7517104622532865
486,0.7517138371421512
487,0.7517181898224484
488,0.7517232874493
489,0.7517289321418366
490,0.7517349521563738
491,0.7517412019846436
492,0.7517475618800769
493,0.751753935884695
494,0.7517602489495897
495,0.7517664437562025
496,0.7517724776285927
497,0.7517783197417982
498,0.7517839487093259
499,0.7517984666410147
500,0.7518189217566899
